2055460,0
2056868,0
2058280,0
2059680,0
2061096,0
2062508,0
2063916,1
2069248,1
2080688,1
2092128,0
2103568,1
2115008,1
2126448,1
2137888,1
2149328,1
2160768,1
2172208,1
2183648,1
2195088,1
2206528,1
2217972,1
2229408,1
2240848,1
2252288,1
2263728,1
2275168,1
2286608,1
2298048,1
2309488,1
2320928,1
2332368,1
2343808,1
2355248,1
2366688,1
2378128,1
2389568,1
2401008,1
2412448,1
2423888,1
2435328,1
2446768,0
2458208,1
2469648,1
2481088,0
2492528,1
2503968,1
2515408,1
2526848,1
2538288,1
2549728,1
2561168,1
2572608,1
2584048,1
2595488,1
2606928,1
2618376,1
2629808,1
2641248,1
2652688,1
2664128,1
2675568,1
2687008,1
2698448,1
2709888,1
2721328,1
2732768,1
2744208,1
2755648,1
2767088,1
2778528,1
2789968,1
2801408,1
2812848,1
2824288,1
2835728,1
2847168,1
2858608,1
2870048,1
2881488,1
2892928,1
2904368,1
2915808,1
2927248,1
2938688,1
2950132,1
2961568,1
2973008,1
2984448,1
2995888,1
3007328,1
3018768,1
3030208,1
3041648,1
3053088,1
3064528,1
3075968,1
3087408,1
3098848,1
3110288,1
3121728,1
3133168,1
3144608,1
3156048,1
3167488,1
3178928,1
3190368,0
3201808,1
3213248,1
3224688,1
3236128,1
3247568,1
3259008,1
3270448,1
3281888,0
3293328,1
3304768,1
3316208,1
3327648,1
3339088,1
3350536,1
3361968,1
3373408,1
3384848,1
3396288,1
3407728,1
3419168,1
3430608,1
3442048,1
3453488,1
3464928,1
3476368,1
3487808,1
3499248,1
3510688,1
3522128,1
3533568,1
3545008,1
3556448,1
3567888,1
3579328,1
3590768,1
3602208,0
3613648,0
3625088,1
3636528,1
3647968,1
3659408,1
3670848,1
3682292,1
3693728,1
3705168,0
3716608,1
3728048,1
3739488,1
3750928,1
3762368,1
3773808,1
3785248,1
3796688,1
3808128,1
3819568,1
3831008,1
3842448,1
3853888,1
3865328,1
3876768,1
3888208,1
3899648,1
3911088,1
3922528,1
3933968,1
3945408,1
